Node,Vertex Degree,Eigen Vector Centrality,Vertex Betweenness,Closeness Centrality,Pagerank,Local Clustering Co-efficient
29,9,0.6705971478936267,119.91858696858701,0.32275132275132273,0.02645855019238054,0.25
30,5,0.12903566804427924,60.48234321234322,0.32275132275132273,0.015302095254216346,0.3
31,1,0.007709229936265127,0.0,0.23735408560311283,0.005415901433024036,nan
32,3,0.01221071362916516,60.0,0.21631205673758866,0.013308677267526686,0.3333333333333333
33,10,0.8901645312389731,104.6145854145854,0.3652694610778443,0.028423069732888304,0.3333333333333333
34,5,0.43963151986933,59.83141025641026,0.3160621761658031,0.01591993588227745,0.3
35,1,0.09322117456677666,0.0,0.24497991967871485,0.004918217912434507,nan
36,7,0.4204221385948179,454.2740687329566,0.4178082191780822,0.020613389435301065,0.047619047619047616
37,11,0.9517998053431664,253.58271324522764,0.39869281045751637,0.029875338603275133,0.23636363636363636
38,8,0.6226356010430363,82.99459706959706,0.32972972972972975,0.02393924439956636,0.2857142857142857
39,2,0.06609302249883797,129.04570472807922,0.33516483516483514,0.0077647499009317065,0.0
40,8,0.658274865497955,261.96361856699,0.40397350993377484,0.02196636599616012,0.25
41,5,0.04827231733198224,42.5504292264407,0.2975609756097561,0.01613756691476232,0.6
42,6,0.2563473644193448,53.35905205905206,0.32972972972972975,0.017618650342927485,0.3333333333333333
43,7,0.6027538916079817,114.98000610500611,0.3370165745856354,0.021691125113836866,0.23809523809523808
44,4,0.2463793506406672,22.029184704184704,0.3112244897959184,0.012830828492399736,0.16666666666666666
45,11,0.90253544720002,74.42690629154043,0.3465909090909091,0.029514203581660656,0.3090909090909091
46,2,0.09410425217035824,5.5054945054945055,0.25630252100840334,0.00882589577166432,0.0
47,6,0.2545123132155856,42.45870129870129,0.3388888888888889,0.017339518025116643,0.4
48,1,0.007649222526247066,0.0,0.23282442748091603,0.005261695469502292,nan
49,2,0.0741957757114373,1.7,0.24696356275303644,0.008876749641654181,0.0
50,7,0.6893717986572835,61.142193917193914,0.3505747126436782,0.019231944692991648,0.23809523809523808
51,10,0.6671743338518065,154.9593761929128,0.32972972972972975,0.031299356904643215,0.24444444444444444
52,4,0.4102955215729975,35.198851148851155,0.34269662921348315,0.012072590588843477,0.3333333333333333
53,2,0.10667750480605759,2.1833333333333336,0.25957446808510637,0.008181047975908936,0.0
54,7,0.07284121760595695,181.3926135772405,0.324468085106383,0.021650877069331834,0.38095238095238093
55,2,0.16501792947554056,1.6057692307692306,0.27111111111111114,0.007494174336209232,0.0
56,2,0.008254247698236789,0.25,0.21328671328671328,0.008326245778043759,0.0
57,9,0.055025554371561335,154.09457068596953,0.30198019801980197,0.030095371384862978,0.3611111111111111
58,1,0.0865539351585936,0.0,0.24897959183673468,0.0049628995561636045,nan
59,5,0.35409973437717673,37.208977683403795,0.34269662921348315,0.014767919980768473,0.3
60,1,0.0016974379780539373,0.0,0.1783625730994152,0.006190146731175575,nan
61,3,0.16464290209050225,25.976818181818178,0.30198019801980197,0.011039191065697557,0.0
